product_name,category,description,base_price,material,care_instructions,size,color,stock_quantity,sku
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Orange Bra,7,WOM-M-ORA
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Orange Bra,2,WOM-S-ORA
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Orange Bra,7,WOM-XL-ORA
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Orange Bra,2,WOM-XS-ORA
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,Red Biker Shorts,2,WOM-2X-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Red Biker Shorts,2,WOM-L-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Red Biker Shorts,8,WOM-M-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Red Biker Shorts,2,WOM-S-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Red Biker Shorts,7,WOM-XL-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Red Biker Shorts,2,WOM-XS-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,Red Bra,2,WOM-2X-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,Red Bra,1,WOM-3X-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Red Bra,2,WOM-L-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Red Bra,8,WOM-M-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Red Bra,2,WOM-S-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Red Bra,7,WOM-XL-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Red Bra,2,WOM-XS-RED
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,White Biker Shorts,2,WOM-2X-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,White Biker Shorts,2,WOM-3X-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,White Biker Shorts,4,WOM-L-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,White Biker Shorts,6,WOM-M-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,White Biker Shorts,2,WOM-S-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,White Biker Shorts,7,WOM-XL-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,White Biker Shorts,2,WOM-XS-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,White Bra,2,WOM-2X-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,White Bra,2,WOM-3X-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,White Bra,4,WOM-L-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,White Bra,6,WOM-M-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,White Bra,2,WOM-S-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,White Bra,7,WOM-XL-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,White Bra,2,WOM-XS-WHI
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,pink zipper leg,4,WOM-L-PIN
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,pink zipper leg,9,WOM-M-PIN
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,yellow zipper,4,WOM-L-YEL
"Women workout apparel",Apparel,"Women workout apparel - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,yellow zipper,8,WOM-M-YEL
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,Unnamed: 1,1,WOM-2X-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Unnamed: 1,2,WOM-M-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Unnamed: 1,3,WOM-S-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Unnamed: 1,1,WOM-XL-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Unnamed: 1,5,WOM-XS-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Unnamed: 2,1,WOM-L-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Unnamed: 2,1,WOM-XS-UNN
"Women’s Varsity Jacket Dresses",Apparel,"Women’s Varsity Jacket Dresses - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Unnamed: 3,2,WOM-XS-UNN
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Black/Khaki Men,3,💙-L-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Black/Khaki Men,4,💙-M-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Black/Khaki Men,1,💙-M-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Black/Khaki Men,1,💙-S-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Black/Khaki Men,3,💙-XL-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Black/Khaki Men,1,💙-XL-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Black/Khaki Men,2,💙-XS-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Black/Khaki Men,2,💙-XS-BLA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Browns Men,2,💙-M-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Browns Men,3,💙-M-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Browns Men,2,💙-S-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Browns Men,1,💙-XL-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,Browns Women,2,💙-2X-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,Browns Women,1,💙-3X-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,4X,Browns Women,1,💙-4X-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,5X,Browns Women,1,💙-5X-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Browns Women,1,💙-L-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Browns Women,1,💙-L-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Browns Women,1,💙-M-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Browns Women,2,💙-S-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Browns Women,3,💙-XL-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Browns Women,3,💙-XL-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Browns Women,2,💙-XS-BRO
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,2X,Green Men,2,💙-2X-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,Green Men,1,💙-3X-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Green Men,3,💙-S-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Green Men,3,💙-XS-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Green Men,1,💙-XS-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,Green Women,1,💙-3X-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,4X,Green Women,1,💙-4X-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Green Women,3,💙-L-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Green Women,1,💙-M-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Green Women,2,💙-M-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Green Women,1,💙-S-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Green Women,3,💙-S-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Green Women,1,💙-XL-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Green Women,1,💙-XL-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Green Women,3,💙-XS-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Green Women,2,💙-XS-GRE
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Navy/Gold Men,3,💙-L-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Navy/Gold Men,2,💙-L-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Navy/Gold Men,5,💙-M-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,M,Navy/Gold Men,3,💙-M-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Navy/Gold Men,1,💙-S-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Navy/Gold Men,2,💙-XL-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Navy/Gold Men,2,💙-XL-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Navy/Gold Men,2,💙-XS-NAV
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Olive Women,1,💙-L-OLI
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,3X,Org/Olive Men,1,💙-3X-ORG
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,5X,Org/Olive Men,1,💙-5X-ORG
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Org/Olive Men,1,💙-S-ORG
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Org/Olive Men,1,💙-XL-ORG
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,L,Pink/Grn Women,3,💙-L-PIN
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Pink/Grn Women,1,💙-S-PIN
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XS,Pink/Grn Women,2,💙-XS-PIN
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,S,Teal/Blk Women,1,💙-S-TEA
"💙 The Land Varsity Jackets",Apparel,"💙 The Land Varsity Jackets - Available in multiple sizes and colors. Premium quality fashion item.",29.99,100% Cotton,Machine wash cold, tumble dry low,XL,Teal/Blk Women,1,💙-XL-TEA
